Product Number,Material,Form,Choice,Grade,Finish,Surface,Quantity,Weight (t),Length (mm),Width (mm),Height (mm),Thickness (mm),Outer Diameter (mm),Wall Thickness (mm),Web Thickness (mm),Flange Thickness (mm),Certificates,Location
33394532,Carbon Steel,Coils,2nd Choice,DC01,Cold Rolled (+CR),,1,2.077,,855,,0.29,,,,,,BE
93348707,Carbon Steel,Coils,2nd Choice,DC01,Cold Rolled (+CR),,1,18.51,,1225,,0.3,,,,,,BE
82034624,Carbon Steel,Coils,2nd Choice,DC01,Cold Rolled (+CR),,1,19.09,,1150,,0.3,,,,,,BE
81487790,Carbon Steel,Coils,2nd Choice,DC01,Cold Rolled (+CR),,1,12.39,,1050,,0.3,,,,,,BE
42393966,Carbon Steel,Coils,2nd Choice,DC01,Cold Rolled (+CR),,1,6.31,,970,,0.3,,,,,,BE
35103072,Carbon Steel,Coils,2nd Choice,TS275,Cold Rolled (+CR),,1,5.653,,889,,0.18,,,,,,BE
52886118,Carbon Steel,Coils,2nd Choice,DC01,Cold Rolled (+CR),,1,4.05,,933,,0.18,,,,,,BE
70620618,Carbon Steel,Coils,2nd Choice,TH530,Cold Rolled (+CR),,1,4.994,,1008,,0.19,,,,,,BE
37579041,Carbon Steel,Coils,2nd Choice,DC01,Cold Rolled (+CR),,1,6.35,,1007,,0.2,,,,,,BE
86807371,Carbon Steel,Coils,2nd Choice,TS275,Cold Rolled (+CR),,1,4.77,,811,,0.2,,,,,,BE
65518810,Carbon Steel,Coils,2nd Choice,TS275,Cold Rolled (+CR),,1,4.4,,850,,0.2,,,,,,BE
19784610,Carbon Steel,Coils,2nd Choice,TS275,Cold Rolled (+CR),,1,1.125,,886,,0.21,,,,,,BE
84513740,Carbon Steel,Coils,1st Choice,DD11,Hot Rolled; Black (S1),,1,9.722,,1089,,2.09,,,,,,BE
67230783,Carbon Steel,Coils,1st Choice,DD11,Hot Rolled; Black (S1),,1,6.44,,1068,,2.11,,,,,,BE
76910436,Carbon Steel,Coils,1st Choice,DD11,Hot Rolled; Black (S1),,1,7.7,,1252,,4.29,,,,,,BE
18498410,Carbon Steel,Coils,2nd Choice,S355,Hot Rolled; Black (S1),,1,9.24,,1275,,4.38,,,,,,BE
47138556,Carbon Steel,Coils,1st Choice,S235,HR Pickled; Black (S1),,1,8.793,,1316,,4.47,,,,,,BE
98231368,Carbon Steel,Coils,1st Choice,DD11,Hot Rolled; Black (S1),,1,7.762,,1072,,2.11,,,,,,BE
34355793,Carbon Steel,Coils,2nd Choice,S275,Hot Rolled; Black (S1),,1,18.68,,1178,,2.18,,,,,,BE
18347207,Carbon Steel,Coils,1st Choice,S275,HR Pickled; Black (S1),,1,17.22,,1183,,2.19,,,,,,BE
39533764,Carbon Steel,Coils,1st Choice,S275,HR Pickled; Black (S1),,1,5.588,,1187,,2.61,,,,,,BE
62776570,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled; Black (S1),,1,6.24,,1462,,2.87,,,,,,BE
21421097,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled; Black (S1),,1,10.26,,1424,,3.12,,,,,,BE
51593948,Carbon Steel,Coils,2nd Choice,DD11,Hot Rolled; Black (S1),,1,18.262,,1291,,3.26,,,,,,BE
28688766,Carbon Steel,Coils,1st Choice,DD11,Hot Rolled; Black (S1),,1,13.445,,1252,,4.29,,,,,,BE
48122697,Carbon Steel,Sheets,2nd Choice,S235,HR Pickled,,1,1.102,3000,1500,,2.009,,,,,,BE
59400473,Carbon Steel,Plates,1st Choice,HSS600,HR Pickled,,1,0.74,3000,1500,,4.01,,,,,,BE
78828206,Carbon Steel,Plates,1st Choice,S275,Hot Rolled; Black (S1),,1,0.43,4000,2000,,7.99,,,,,,BE
45241843,Carbon Steel,Plates,1st Choice,S355,Hot Rolled; Black (S1),,1,2.324,3000,1500,,8,,,,,,BE
75361027,Carbon Steel,Plates,1st Choice,HSS600,Hot Rolled; Black (S1),,1,0.576,3000,1500,,8.02,,,,,,BE
16221756,Carbon Steel,Plates,1st Choice,HSS600,Hot Rolled; Black (S1),,1,0.496,3600,1030,,8.02,,,,,,BE
25945346,Carbon Steel,Plates,1st Choice,HSS600,HR Pickled,,1,2.314,3000,1500,,8.02,,,,,,BE
35230485,Carbon Steel,Plates,1st Choice,DD11,Hot Rolled; Black (S1),,1,0.46,3000,1500,,11.99,,,,,,BE
27534457,Carbon Steel,Plates,2nd Choice,HSS500,HR Pickled,,1,1.754,6000,1500,,12.01,,,,,,BE
56297907,Carbon Steel,Plates,1st Choice,S235,HR Pickled,,1,0.568,3000,1500,,14.99,,,,,,BE
43717541,Carbon Steel,Plates,1st Choice,S235,HR Pickled,,1,1.036,4000,2000,,4.03,,,,,,BE
45200377,Carbon Steel,Plates,1st Choice,S275,Hot Rolled; Black (S1),,1,2.506,3000,1500,,4.04,,,,,,BE
46754804,Carbon Steel,Plates,1st Choice,S235,HR Pickled,,1,1.316,4000,2000,,4.04,,,,,,BE
13073251,Carbon Steel,Plates,1st Choice,HSS600,HR Pickled,,1,2.412,6000,2000,,5,,,,,,BE
73160518,Carbon Steel,Plates,1st Choice,S235,HR Pickled,,1,1.148,2500,1250,,5.02,,,,,,BE
86802777,Carbon Steel,Plates,1st Choice,HSS600,Hot Rolled; Black (S1),,1,0.47,6000,1500,,6.02,,,,,,BE
54521159,Carbon Steel,Plates,1st Choice,HSS600,Hot Rolled; Black (S1),,1,2.05,2970,1242,,6.94,,,,,,BE
76232460,Carbon Steel,Plates,1st Choice,HSS600,Hot Rolled; Black (S1),,1,2.848,2970,1242,,6.94,,,,,,BE
52475638,Special Steel,Round Bars,2nd Choice,16MnCrS5,,,1,31.026,6000,,,,43,,,,,SE
98106702,Special Steel,Round Bars,2nd Choice,16MnCrS5,,,1,9.431,6000,,,,43,,,,,SE
45103628,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip Galvanized (+Z),Z360,1,26.64,,1252,,5.98,,,,,,BE
47376925,Carbon Steel,Coils,2nd Choice,S350GD,Hot-dip zinc magnesium (+ZM),ZM310,1,23.62,,1159,,6.01,,,,,,BE
20785883,Carbon Steel,Slit Coils,2nd Choice,HCT590X,Hot-dip Galvanized (+GI),,1,9.52,,560,,2.45,,,,,,BE
91811195,Carbon Steel,Coils,2nd Choice,CR240LA,Hot-dip Galvanized (+GI),,1,2.696,,1440,,1,,,,,,BE
46012327,Special Steel,Coils,2nd Choice,WSS-M1A 345-A4,Hot-dip Galvanized (+GI),,1,27.99,,1385,,0.7,,,,,,BE
27476741,Carbon Steel,Coils,2nd Choice,HP 1400-100A,Cold Rolled (+CR),,1,7.908,,1200,,1,,,,,,BE
30493107,Special Steel,Coils,2nd Choice,WSS-M1A348-A1,Hot-dip Galvanized (+GI),GI50/50,1,9,,1091,,0.6,,,,,,BE
67322261,Special Steel,Coils,2nd Choice,WSS-M1A 345-A4,Hot-dip Galvanized (+GI),GI50/50,1,5.8,,988,,0.7,,,,,,BE
96160220,Special Steel,Coils,2nd Choice,WSS-M1A 345-A4,Hot-dip Galvanized (+GI),GI50/50,1,3.8,,905,,0.7,,,,,,BE
85743110,Special Steel,Coils,2nd Choice,WSS-M1A 345-A4,Hot-dip Galvanized (+GI),GI50/50,1,12,,1430,,0.8,,,,,,BE
68920153,Special Steel,Coils,2nd Choice,WSS-M1A 345-A4,Hot-dip Galvanized (+GI),GI50/50,1,21.49,,1215,,0.7,,,,,,BE
80251214,Special Steel,Coils,2nd Choice,WSS-M1A 345-A4,Hot-dip Galvanized (+GI),,1,12.633,,1385,,0.7,,,,,,BE
82526928,Special Steel,Coils,2nd Choice,WSS-M1A348-A5,Hot-dip Galvanized (+GI),GI50/50,1,5.34,,665,,1.6,,,,,,BE
83909023,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,1.41,4000,1800,,12.37,,,,,,BE
97912341,Carbon Steel,Plates,2nd Choice,S460,Hot Rolled; Black (S1),,1,0.34,2500,1500,,12.2,,,,,,BE
97073011,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.478,3000,1600,,12.34,,,,,,BE
18864390,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.486,3000,1600,,12.37,,,,,,BE
77583871,Carbon Steel,Plates,2nd Choice,S460,Hot Rolled; Black (S1),,1,0.346,2500,1500,,12.2,,,,,,BE
90413991,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.582,3000,2000,,12.01,,,,,,BE
43021025,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.48,3000,1600,,12.34,,,,,,BE
81201279,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.474,3000,1600,,12.35,,,,,,BE
68610588,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.476,3000,1600,,12.35,,,,,,BE
58852943,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.536,3000,1800,,12.38,,,,,,BE
98008752,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.915,5110,1800,,12.37,,,,,,BE
64752185,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.472,3000,1600,,12.34,,,,,,BE
11548887,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.544,3000,1800,,12.35,,,,,,BE
62463698,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.472,3000,1600,,12.36,,,,,,BE
41807579,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.864,3000,1500,,12.2,,,,,,BE
42023291,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.488,3000,1600,,12.35,,,,,,BE
12565808,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.74,4000,1800,,12.36,,,,,,BE
75585657,Carbon Steel,Plates,2nd Choice,S460,Hot Rolled; Black (S1),,1,0.418,3000,1500,,12.2,,,,,,BE
53684313,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.532,3000,1800,,12.37,,,,,,BE
34926789,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.53,3000,1800,,12.38,,,,,,BE
75175303,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.534,3000,1800,,12.37,,,,,,BE
78836161,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.798,4000,2000,,12.37,,,,,,BE
12477320,Carbon Steel,Plates,2nd Choice,S460,Hot Rolled; Black (S1),,1,0.418,3000,1500,,12.2,,,,,,BE
90744155,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.934,6000,1800,,12.38,,,,,,BE
47439494,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.53,3000,1800,,12.37,,,,,,BE
45374398,Carbon Steel,Plates,2nd Choice,S460,Hot Rolled; Black (S1),,1,1.168,8000,1500,,12.2,,,,,,BE
56944469,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.482,3000,1600,,12.36,,,,,,BE
76587860,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.706,4000,1800,,12.37,,,,,,BE
18566818,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,1.592,3000,1800,,12.37,,,,,,BE
35671306,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.482,3000,1600,,12.34,,,,,,BE
44802524,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.488,3000,1600,,12.35,,,,,,BE
11474135,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.478,3000,1600,,12.36,,,,,,BE
74886761,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.47,3000,1600,,12.35,,,,,,BE
20397195,Carbon Steel,Unassorted Sheets,2nd Choice,S355,Hot Rolled,,1,22.14,,,,,,,,,,BE
34063736,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.446,3000,1500,,12.33,,,,,,BE
37659321,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.478,3000,1600,,12.36,,,,,,BE
57967644,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.532,3000,1800,,12.38,,,,,,BE
13678108,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.524,3000,1800,,12.37,,,,,,BE
38575870,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.474,3000,1600,,12.35,,,,,,BE
63493588,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.482,3000,1600,,12.36,,,,,,BE
80953073,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.228,2000,1000,,5.01,,,,,,BE
44760794,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.536,3000,1500,,3.04,,,,,,BE
38298324,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.408,4000,2000,,6.01,,,,,,BE
31439773,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.344,4000,2000,,5.01,,,,,,BE
74411548,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,2.272,4000,2000,,6.01,,,,,,BE
48522165,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,1.564,4000,2000,,6.01,,,,,,BE
44768291,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,0.372,4000,2005,,6.01,,,,,,BE
34903510,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,0.39,4000,2005,,6.01,,,,,,BE
72950394,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.872,4000,2000,,6.35,,,,,,BE
90815264,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.38,4000,2000,,5.35,,,,,,BE
20018129,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,1.777,5640,1250,,8.01,,,,,,BE
76130519,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,2.618,5700,1540,,6.21,,,,,,BE
43903714,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,0.249,3000,1500,,8.02,,,,,,BE
22561705,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,2.62,5700,1540,,6.21,,,,,,BE
10273540,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.578,6000,1999,,6,,,,,,BE
29665454,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,0.574,6000,2005,,6.01,,,,,,BE
17440829,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.682,6000,2000,,6.35,,,,,,BE
59311663,Carbon Steel,Plates,2nd Choice,S460,Hot Rolled; Black (S1),,1,2.787,6200,1900,,4.9,,,,,,BE
70674211,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,1.444,7300,2000,,6.01,,,,,,BE
70432103,Carbon Steel,Plates,2nd Choice,DD11,Hot Rolled; Black (S1),,1,3.076,10000,1600,,8.01,,,,,,BE
76263406,Carbon Steel,Plates,2nd Choice,S460,Hot Rolled; Black (S1),,1,6.09,10040,1500,,12.82,,,,,,BE
22630523,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.882,3000,1500,,3.01,,,,,,BE
35385260,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.394,3000,1999,,8,,,,,,BE
55898568,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.883,3000,1500,,5.01,,,,,,BE
97932315,Carbon Steel,Sheets,2nd Choice,S275,Hot Rolled; Black (S1),,1,0.239,3000,1500,,3,,,,,,BE
11015838,Carbon Steel,Plates,2nd Choice,S275,Hot Rolled; Black (S1),,1,1.101,3000,1500,,3.02,,,,,,BE
67292556,Carbon Steel,Plates,2nd Choice,S355,Hot Rolled; Black (S1),,1,0.402,3000,1500,,5.2,,,,,,BE
28089355,Carbon Steel,Plates,2nd Choice,S235,Hot Rolled; Black (S1),,1,0.55,4000,2000,,8.01,,,,,,BE
58496574,Carbon Steel,Wire Rods,1st Choice,S355,Hot Rolled,,1,100,,,,,3.6,,,,,PL
40966735,Carbon Steel,Wire Rods,1st Choice,S460,Hot Rolled,,1,100,,,,,4.6,,,,,PL
61136735,Carbon Steel,I-Sections,2nd Choice,S275JR,,,6,5.456,10100,,500,,,,,,,LU
95981309,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,2.738,10100,,500,,,,,,,LU
72592430,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,4.507,14900,,500,,,,,,,LU
16928086,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,4.507,14900,,500,,,,,,,LU
55332084,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,4.507,14900,,500,,,,,,,LU
75716130,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,4.507,14900,,500,,,,,,,LU
47534461,Carbon Steel,I-Sections,2nd Choice,S275JR,,,2,3.146,15600,,500,,,,,,,LU
85121470,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,4.719,15600,,500,,,,,,,LU
81439854,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,5.475,18100,,500,,,,,,,LU
39336198,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,5.475,18100,,500,,,,,,,LU
71565340,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,5.475,18100,,500,,,,,,,LU
46988776,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,5.475,18100,,500,,,,,,,LU
63919370,Carbon Steel,I-Sections,2nd Choice,S275JR,,,1,0.804,11000,,500,,,,,,,LU
46951888,Carbon Steel,I-Sections,2nd Choice,S275JR,,,2,2.107,12000,,500,,,,,,,LU
74014030,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,3.192,12066,,500,,,,,,,LU
60273072,Carbon Steel,I-Sections,2nd Choice,S275JR,,,2,2.187,12100,,500,,,,,,,LU
52162772,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,3.524,13000,,500,,,,,,,LU
40888434,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,3.524,13000,,500,,,,,,,LU
23092432,Carbon Steel,I-Sections,2nd Choice,S275JR,,,2,2.538,14100,,500,,,,,,,LU
63686911,Carbon Steel,I-Sections,2nd Choice,S275JR,,,3,4.507,14900,,500,,,,,,,LU
92668650,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,1.827,6000,,280,,,,,,,LU
55336805,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,1.849,6100,,280,,,,,,,LU
39629256,Carbon Steel,H-Sections,2nd Choice,S355JR,,,3,3.124,13600,,280,,,,,,,LU
68294141,Carbon Steel,H-Sections,2nd Choice,S355JR,,,3,3.124,13600,,280,,,,,,,LU
66636403,Carbon Steel,H-Sections,2nd Choice,S275JR,,,3,3.152,13700,,280,,,,,,,LU
33561480,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,4.245,13900,,280,,,,,,,LU
20779224,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,2.147,14200,,280,,,,,,,LU
72066184,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,4.337,14200,,280,,,,,,,LU
26245828,Carbon Steel,H-Sections,2nd Choice,S355JR,,,2,2.232,14600,,280,,,,,,,LU
97755912,Carbon Steel,H-Sections,2nd Choice,S355JR,,,2,2.232,14600,,280,,,,,,,LU
98453631,Carbon Steel,H-Sections,2nd Choice,S355JR,,,2,2.232,14600,,280,,,,,,,LU
83283393,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,4.57,14900,,280,,,,,,,LU
55831722,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,0.985,6500,,280,,,,,,,LU
52132655,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,2.29,15000,,280,,,,,,,LU
79097838,Carbon Steel,H-Sections,2nd Choice,S355JR,,,4,4.633,15100,,280,,,,,,,LU
63090987,Carbon Steel,H-Sections,2nd Choice,S355JR,,,3,3.541,15500,,280,,,,,,,LU
44636006,Carbon Steel,H-Sections,2nd Choice,S355JR,,,3,3.541,15500,,280,,,,,,,LU
76985666,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,2.38,15700,,280,,,,,,,LU
39291359,Carbon Steel,H-Sections,2nd Choice,S355JR,,,2,2.478,16700,,280,,,,,,,LU
17967204,Carbon Steel,H-Sections,2nd Choice,S355JR,,,2,2.478,16700,,280,,,,,,,LU
49493656,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,5.041,16800,,280,,,,,,,LU
70735344,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,2.636,17500,,280,,,,,,,LU
47853980,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,5.489,18000,,280,,,,,,,LU
63274665,Carbon Steel,H-Sections,2nd Choice,S355JR,,,6,4.596,10100,,280,,,,,,,LU
15489898,Carbon Steel,H-Sections,2nd Choice,S355JR,,,2,2.685,18100,,280,,,,,,,LU
44010959,Carbon Steel,H-Sections,2nd Choice,S275JR,,,3,4.339,19433,,280,,,,,,,LU
90369958,Carbon Steel,H-Sections,2nd Choice,S355JR,,,3,4.428,19900,,280,,,,,,,LU
61039307,Carbon Steel,H-Sections,2nd Choice,S355JR,,,3,4.428,19900,,280,,,,,,,LU
99803560,Carbon Steel,H-Sections,2nd Choice,S355JR,,,3,4.407,19900,,280,,,,,,,LU
22033371,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,5.934,20000,,280,,,,,,,LU
59865446,Carbon Steel,H-Sections,2nd Choice,S355JR,,,4,6.472,21100,,280,,,,,,,LU
73859990,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,3.179,21100,,280,,,,,,,LU
72725850,Carbon Steel,H-Sections,2nd Choice,S275JR,,,1,1.765,23800,,280,,,,,,,LU
43735032,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,3.144,10400,,280,,,,,,,LU
76240816,Carbon Steel,H-Sections,2nd Choice,S275JR,,,4,3.144,10400,,280,,,,,,,LU
23885718,Carbon Steel,H-Sections,2nd Choice,S355JR,,,2,1.702,11100,,280,,,,,,,LU
13958217,Carbon Steel,H-Sections,2nd Choice,S275JR,,,1,0.77,12500,,280,,,,,,,LU
16070672,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,1.98,13100,,280,,,,,,,LU
12061198,Carbon Steel,H-Sections,2nd Choice,S275JR,,,2,1.98,13100,,280,,,,,,,LU
51718476,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,40,0.95,5500,,,,48,4,,,,PL
99737212,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,0.88,5500,,,,48,4,,,,PL
85586527,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.03,5670,,,,45,5,,,,PL
23059898,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,24,0.67,5700,,,,45,5,,,,PL
75277510,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,24,0.67,5700,,,,45,5,,,,PL
67132602,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.04,5700,,,,45,5,,,,PL
37112665,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.04,5700,,,,45,5,,,,PL
22221339,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,42,1.18,5720,,,,45,5,,,,PL
36352220,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,43,1.07,5720,,,,48,4,,,,PL
68269141,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,44,1.24,5730,,,,45,5,,,,PL
68460860,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,40,1.13,5740,,,,45,5,,,,PL
54402329,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,39,1.1,5740,,,,45,5,,,,PL
67538597,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,39,0.93,5500,,,,48,4,,,,PL
82545049,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,44,1.1,5750,,,,48,4,,,,PL
59556476,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,42,1.05,5750,,,,48,4,,,,PL
94529218,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.05,5770,,,,45,5,,,,PL
96172289,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,39,1.11,5780,,,,45,5,,,,PL
33327821,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,39,1.11,5780,,,,45,5,,,,PL
98196788,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,44,1.26,5800,,,,45,5,,,,PL
38067582,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,39,0.98,5800,,,,48,4,,,,PL
74966927,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.06,5800,,,,45,5,,,,PL
39638258,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.06,5800,,,,45,5,,,,PL
22010465,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,40,1.14,5800,,,,45,5,,,,PL
72304155,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,44,1.05,5500,,,,48,4,,,,PL
60313602,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.06,5800,,,,45,5,,,,PL
11224065,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.06,5800,,,,45,5,,,,PL
70973632,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,40,1.14,5800,,,,45,5,,,,PL
29732574,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,39,1.12,5800,,,,45,5,,,,PL
45949854,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,23,0.68,6000,,,,45,5,,,,PL
63676909,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,28,0.83,6000,,,,45,5,,,,PL
81633821,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.16,6350,,,,45,5,,,,PL
46760250,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,20,0.63,6350,,,,45,5,,,,PL
29677327,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,20,0.63,6350,,,,45,5,,,,PL
41941275,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.16,6350,,,,45,5,,,,PL
17643183,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,44,1.21,5570,,,,45,5,,,,PL
68948734,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.16,6350,,,,45,5,,,,PL
65243826,Carbon Steel,Seamless Round Tubes,2nd Choice,S235,Hot Rolled,,37,1.16,6350,,,,45,5,,,,PL
